loan_index,present_value_yearly_default_classification
1355,1033762.667887731
1356,500901.1630729094
1357,1012502.6617886432
1358,435899.46804720914
1359,333268.682481795
1360,488587.2752149824
1361,550884.998054233
1362,362817.9155005311
1363,269681.93643185176
1364,898132.3852998659
1365,584484.5407281602
1366,775647.1491373178
1367,511361.50507282745
1368,797760.5720458473
1369,929647.0391039749
1370,813469.7341048097
1371,187047.06834809363
1372,885201.6244874792
1373,458665.85280505754
1374,670283.478696138
1375,547464.1884935257
1376,500813.58002484887
1377,769707.5118880181
1378,835355.77045943
1379,803270.3691401824
1380,307954.77223227185
1381,333653.6286519933
1382,626713.4242682985
1383,568544.3068553776
1384,296373.5357882905
1385,711951.8832509137
1386,254708.94464958753
1387,849623.487711672
1388,1013960.9361366929
1389,622885.968862333
1390,875006.8325491076
1391,444125.9763784743
1392,571664.9504183393
1393,481622.80939257453
1394,478833.3624610386
1395,636994.0587888662
1396,1041319.8496877493
1397,171527.40646821918
1398,769895.6663658819
1399,255595.8353003506
1400,862040.1649188641
1401,191518.15683286442
1402,904658.413093585
1403,780752.82016411
1404,555909.5143288143
1405,152611.41865365262
1406,368786.37769735174
1407,149763.41715191852
1408,579335.7725667898
1409,689969.4687122655
1410,574227.3472926937
1411,440051.40750532923
1412,557622.7865042096
1413,210686.61083436277
1414,460547.2738854067
1415,214817.71448497073
1416,533222.1369031465
1417,350975.9760691881
1418,1097526.2998735877
1419,626869.3862630522
1420,668236.2111713733
1421,441313.7033671014
1422,300766.5079844139
1423,837404.7295687932
1424,448233.3428765973
1425,206554.20118963637
1426,450827.7322687564
1427,169435.52738931007
1428,254656.91950547925
1429,405528.10032802727
1430,551446.6849827274
1431,395449.5492809978
1432,466183.8517996288
1433,453403.00907904346
1434,290531.043534002
1435,1195158.171942553
1436,357213.63211350446
1437,345145.0172118359
1438,957768.4461969011
1439,688971.8349195297
1440,399655.7974614031
1441,752396.0492607692
1442,523044.9352843149
1443,620227.8133406913
1444,192321.38869045555
1445,435153.48178833385
1446,502386.7891962634
1447,609426.9007485169
1448,432946.0773293775
1449,442814.6778958731
1450,255075.828275637
1451,214000.03172687502
1452,194339.71271446248
1453,1220478.312001122
1454,1257125.8233170263
1455,160575.08739688087
1456,784062.5253008794
1457,694314.0713977519
1458,591541.4112437303
1459,1150638.579542571
1460,634276.7799838023
1461,470725.52409216977
1462,390756.3955356109
1463,545936.2332814421
1464,65819.07619898414
1465,846231.7773490964
1466,1310561.907433029
1467,914861.8905051813
1468,1022083.1645050707
1469,366357.01185670425
1470,359251.3143716224
1471,1979493.9321566895
1472,788670.19503977
1473,873898.9523627755
1474,266285.83045760053
1475,100032.92470832578
1476,160083.80901658823
1477,455699.3872068387
1478,399503.7081812954
1479,438266.37965170125
1480,676707.8843178895
1481,337391.98981099366
1482,842559.6750643633
1483,386387.374421471
1484,1093664.4332305284
1485,266716.73165498656
1486,188799.6459269299
1487,746515.0409784573
1488,303664.38774131885
1489,353346.3303778798
1490,665240.5157009956
1491,996054.1983011054
1492,275108.5113084905
1493,938632.1607096372
1494,288622.8542872573
1495,480450.9510938541
1496,734480.7478043502
1497,720786.1061971711
1498,1061899.8592366846
1499,1106700.4231453366
1500,395716.3371189231
1501,798930.2023145814
1502,349118.8309513611
1503,210025.8881732242
1504,639912.154382912
1505,445509.86313873564
1506,748878.6565514625
1507,637323.3158940523
1508,516885.68960261345
1509,394545.518249089
1510,284237.22901603935
1511,286309.1001300921
1512,261029.72525303604
1513,454945.4381886633
1514,947331.0434562701
1515,987814.9939581021
1516,347456.1072663364
1517,1361743.5667954858
1518,706829.4445708205
1519,415918.5363436586
1520,724845.7312711829
1521,504145.25759078126
1522,264731.63717733853
1523,297092.58921662485
1524,845337.0220833217
1525,817397.0685116901
1526,737616.397956877
1527,896904.7862515905
1528,689505.6985446061
1529,568116.6787594433
1530,189826.1901140131
1531,584919.203429987
1532,488638.71802173177
1533,438616.8060281997
1534,326679.4801344038
1535,382164.74256645795
1536,486183.278129103
1537,286989.3935986324
1538,711867.600179335
1539,918338.4503454744
1540,478201.0511011006
1541,930780.9325868097
1542,518274.9880397831
1543,816819.3394333033
1544,232630.3622092237
1545,740451.6909639678
1546,478862.04031910136
1547,187204.70451441247
1548,106816.8269412853
1549,286978.49340176507
1550,728726.5440184083
1551,451311.4162030233
1552,850382.069196851
1553,357445.38849103986
1554,609850.2575713705
1555,142503.4437158957
1556,344280.82931995444
1557,364302.3055507266
1558,322516.83476277767
1559,532908.3458182133
1560,1526826.9140096344
1561,358139.23955085437
1562,323323.0170826535
1563,147332.70760070605
1564,574356.3662607042
1565,853821.0519104506
1566,242608.3731586699
1567,1422561.627654553
1568,267590.1987064372
1569,821463.0718601738
1570,250923.8860866151
1571,703593.5666325125
1572,673708.2703612142
1573,1159846.7396884027
1574,680934.5353967082
1575,537186.1374948466
1576,455617.9519525806
1577,1126737.2611129354
1578,395557.8440568903
1579,966993.3144444438
1580,581996.5090482001
1581,744754.7278470112
1582,1326690.8864741367
1583,388908.2196195257
1584,528071.022277008
1585,325438.5023531773
1586,269594.8774283739
1587,643835.8388911339
1588,618454.2087518638
1589,150845.19502610218
1590,469878.3470993355
1591,1349262.237948979
1592,704125.162364156
1593,528071.718254247
1594,697701.2557632739
1595,590392.194963219
1596,633379.4517094028
1597,418554.3630428205
1598,501884.6889755118
1599,760199.7561909745
1600,459100.23697879794
1601,936656.9649099947
1602,442127.10327949055
1603,721030.5337960932
1604,336854.59482284443
1605,694106.3697064124
1606,559048.3889109584
1607,213917.06349525054
1608,1172060.597116886
1609,673563.6436293336
1610,625540.9419447108
1611,316634.57394918316
1612,749782.7796455604
1613,283848.3640248901
1614,509513.3814420394
1615,708660.2655140937
1616,284485.8550133182
1617,494133.59211108595
1618,1445445.1800291792
1619,1062649.6514684025
1620,1177797.8841060456
1621,758159.2800251256
1622,380009.4343563074
1623,1792922.339705743
1624,612855.2298733451
1625,207074.17708748757
1626,873909.5283109626
1627,47218.92968725775
1628,118533.48159618709
1629,500775.887935872
1630,1005769.2698891453
1631,732318.4887744186
1632,903026.2310093974
1633,156686.3719217582
1634,259451.20519061474
1635,597393.7142997994
1636,1098517.3625464714
1637,242926.41327088297
1638,1098613.4258307638
1639,728768.4610311516
1640,321984.79402797535
1641,648000.6646802828
1642,45777.897189322386
1643,619195.4478257825
1644,277392.6084338844
1645,616207.7995999501
1646,626771.1313585092
1647,547326.3767445425
1648,822274.5430092347
1649,262434.83741514845
1650,761307.5952732947
1651,764152.6483296221
1652,464209.75097110035
1653,653654.2863721023
1654,413876.2918733412
1655,319493.5588518078
1656,705391.2539699447
1657,349452.672343806
1658,765805.3652504341
1659,215435.3245220461
1660,896710.7456114399
1661,295916.3199983292
1662,1378091.7831715401
1663,528926.1379532595
1664,284530.93348088895
1665,453665.43910633173
1666,381230.56108208525
1667,392287.550212138
1668,877392.2123344154
1669,257130.16953259762
1670,445587.5036360381
1671,163585.07671453006
1672,597177.6097648726
1673,986494.3326255091
1674,452874.37234615977
1675,827841.6937219587
1676,217591.35454117405
1677,710492.9784121225
1678,361650.9301582905
1679,946109.9570500299
1680,251845.45390554002
1681,274104.3741793739
1682,463412.8308031419
1683,423492.8766373964
1684,485870.46219580114
1685,1910778.7953861344
1686,842928.276423514
1687,2029534.6006841161
1688,480148.0804830662
1689,758491.8144797939
1690,566212.8970221136
1691,416174.0529133352
1692,658810.2225719596
1693,258557.95433165575
1694,457597.1391956967
1695,638379.501399868
1696,296832.498770824
1697,799404.2837244361
1698,1109002.6881503048
1699,466528.3644904385
1700,349209.60381347407
1701,338456.682021596
1702,377616.88169104594
1703,381704.7325789497
1704,898046.6064953427
1705,244572.2052939044
1706,783066.2931134873
1707,837888.2053524044
1708,405137.1163407786
1709,476721.8690810742
1710,565837.1074890476
1711,206907.5848673737
1712,744132.4146806134
1713,1140437.8582826483
1714,496315.31423060276
1715,203709.7224891552
1716,594383.2393321618
1717,661096.1933542528
1718,459302.18573259993
1719,233515.9979644034
1720,483063.7734610086
1721,371088.3173959716
1722,471773.41413637047
1723,675620.9232623524
1724,397958.45633826085
1725,661332.5964417886
1726,631020.2645375051
1727,873373.585601791
1728,1699731.9785712755
1729,514707.19611726044
1730,156448.28265304456
1731,545503.9620777315
1732,839810.6606075158
1733,745799.5401570848
1734,612355.5815980337
1735,86618.94329326796
1736,255052.31185783623
1737,606482.0029611222
1738,222391.8638817807
1739,1148771.631128501
1740,408638.09377475275
1741,1513481.6146033457
1742,107403.66522851432
1743,432181.03417226474
1744,188096.30608843017
1745,235403.08065522165
1746,99630.53154248209
1747,836862.9869608035
1748,255647.54912010263
1749,725553.8404243112
1750,309179.62166375155
1751,259528.23025800273
1752,635230.1267726577
1753,551591.9775345679
1754,474469.117937801
1755,464618.68405928643
1756,447165.6955839496
1757,685830.7112536416
1758,123478.8397105483
1759,66476.65317853246
1760,1044280.1620322159
1761,658822.4204903585
1762,982054.660907321
1763,768216.2662151182
1764,304401.41864018794
1765,495281.2998325251
1766,732546.9010647384
1767,570015.0306425644
1768,345122.80623327737
1769,315493.5362548826
1770,398923.9931784071
1771,327486.5592802789
1772,381329.9781990892
1773,505389.33465051826
1774,696147.7371594612
1775,647165.3149593393
1776,244079.3476627764
1777,831435.9797388044
1778,603266.6753345887
1779,467139.33262211864
1780,736113.1054637098
1781,852059.3351186224
1782,653878.2863286803
1783,503342.7971820902
1784,1166380.253103575
1785,919196.2598786152
1786,329550.04059626657
1787,717555.0859356303
1788,257954.3923562245
1789,98669.22268692878
1790,464139.9823835582
1791,644198.9371450313
1792,903417.8728380073
1793,683665.1841820169
1794,333035.28126142494
1795,73394.49275946831
1796,442316.2057707952
1797,371707.6309591911
1798,255042.38960391816
1799,266190.9724115578
1800,436401.43222152855
1801,370522.0263725213
1802,419481.3193786598
1803,851963.8706132928
1804,615355.9221058255
1805,681037.9883730297
1806,600035.4360035537
1807,603207.1421368541
1808,493876.20363944385
1809,720516.9179589141
1810,190302.17083509843
1811,440750.1393556873
1812,446240.867932955
1813,513859.0727252093
1814,686879.1017440974
1815,140297.66772859255
1816,795275.809559181
1817,397786.29488356435
1818,1095439.638893016
1819,559500.4632346432
1820,395044.09042798536
1821,693640.9202595731
1822,567581.5228917984
1823,929197.3986262636
1824,888959.0884867652
1825,434458.53848842037
1826,180342.0841869446
1827,926184.5429268715
1828,213384.4009514742
1829,925957.9667032297
1830,667498.3931032817
1831,953093.2801455559
1832,589372.3300055536
1833,297573.0298584475
1834,398941.44679518323
1835,1164617.37790009
1836,803211.2144261597
1837,491884.8423981567
1838,335756.6247614065
1839,681853.7236967866
1840,430535.14016392647
1841,1504843.4186672631
1842,387975.1591430746
1843,189292.15901544594
1844,764230.1166355801
1845,908823.9142225834
1846,580081.3601337088
1847,394998.68224113976
1848,314785.13670405716
1849,344274.3162768608
1850,490732.66757407546
1851,101806.98019743702
1852,149589.4323554806
1853,474556.67395760235
1854,770037.7941070705
1855,641272.9125140397
1856,284628.45413976116
1857,381382.72834462876
1858,1143995.51057276
1859,513406.08035795606
1860,397193.2618546184
1861,668201.833294824
1862,629334.1843307816
1863,462888.81279691827
1864,565295.6117183741
1865,326671.5301379591
1866,986575.7132172729
1867,758354.4367218529
1868,398193.6665686094
1869,638066.0501434188
1870,700023.3387224599
1871,150461.3719719692
1872,691654.858081125
1873,1048390.0559189909
1874,840773.3686608743
1875,538131.865583953
1876,830148.8967251005
1877,207478.914067232
1878,251131.79988964976
1879,261342.99052764013
1880,920547.484639909
1881,649163.0912301401
1882,792266.084344847
1883,779114.8104308784
1884,389132.57143709576
1885,1041654.1696961771
1886,1148099.209493468
1887,423637.2413409407
1888,355543.17739872227
1889,439053.99321815325
1890,299565.2622739264
1891,351082.46375389997
1892,1081075.1859504972
1893,341159.73371838423
1894,761881.1550283566
1895,176912.02887210413
1896,369172.27081741206
1897,207182.05720546306
1898,335529.6759024622
1899,587334.4106069726
1900,1264326.262086948
1901,240194.1211007086
1902,313970.40123657574
1903,671101.1149445596
1904,704817.9787027823
1905,1177960.70740199
1906,569911.5077623146
1907,904958.4157877081
1908,1184226.0430524172
1909,368644.4635028823
1910,632786.3326624514
1911,200558.8255892773
1912,295252.8594630321
1913,570290.9187293993
1914,878491.9228790991
1915,1200991.6844774922
1916,807863.4526675174
1917,66293.6959718721
1918,441746.73266522307
1919,717754.0475155185
1920,815627.8286325757
1921,519462.79023960314
1922,715897.7905878004
1923,122186.56488980693
1924,385188.00234356034
1925,1070979.438910191
1926,287477.17038962344
1927,179970.830744489
1928,408042.56365047634
1929,436285.9676685058
1930,582984.4401612751
1931,1117048.7113257954
1932,535609.9885917302
1933,573371.4196343193
1934,355746.1806115063
1935,960412.42082958
1936,254063.04558767186
1937,203094.9651074923
1938,221634.1710710175
1939,461280.0938060329
1940,537869.2046575226
1941,210790.52356566835
1942,420605.2554123028
1943,687392.7171110963
1944,1071080.1561451375
1945,330764.53138221026
1946,255249.04028069729
1947,500547.8411396398
1948,705944.283863863
1949,1019830.7077461357
1950,343279.7121693857
1951,1059716.7993919584
1952,513519.3741151224
1953,294152.3717220001
1954,841184.3054682725
1955,633759.07116741
1956,1102453.4113108893
1957,213647.03759216642
1958,286786.3056547778
1959,957383.345515409
1960,321621.6303178017
1961,142631.67842460578
1962,267967.10811298905
1963,764110.0018380621
1964,508391.10183666396
1965,518322.85179885034
1966,1017570.9437832788
1967,479018.34602687793
1968,314800.7870129945
1969,703082.6868680237
1970,379181.8463264783
1971,499910.89145911316
1972,469031.0876767773
1973,794548.8723391587
1974,716320.1903991413
1975,263333.4404904567
1976,797696.1177082327
1977,581731.1982609455
1978,1051176.9073757748
1979,340660.97870368575
1980,976765.7696465006
1981,773890.3458692317
1982,347489.73509597615
1983,739897.9789434955
1984,1246968.0134589558
1985,273671.4033756462
1986,1181927.5626880394
1987,294598.0528520494
1988,217984.41948581996
1989,835950.8812113166
1990,675071.8578216583
1991,513174.13088272035
1992,711744.3167405929
1993,464426.0067075399
1994,457972.78523601976
1995,218023.620128043
1996,1185229.611386565
1997,618832.7614846587
1998,225136.35431476336
1999,350890.3079814529
2000,461061.54782131803
2001,539537.1134027209
2002,139692.59259115974
2003,431598.36352326337
2004,439429.81874332804
2005,148324.9707304379
2006,321697.51123364153
2007,701674.3683483052
2008,320291.7067846599
2009,665683.1801669598
2010,967934.2793085758
2011,787117.4028920876
2012,510658.0808665307
2013,311926.51491031144
2014,151224.3975783835
2015,558539.9540302146
2016,324303.2978701782
2017,526632.5428070395
2018,1356873.312776471
2019,940040.4964754697
2020,438746.7715262556
2021,343464.2321258278
2022,816633.5537786672
2023,742947.7835368555
2024,382982.9676081579
2025,455729.7545031909
2026,272955.29044283915
2027,434520.5708366573
2028,324822.484847956
2029,1585604.2229144862
2030,571735.6260905622
2031,689354.7409228568
2032,913381.4395929979
2033,693372.029796284
2034,710954.812466132
2035,1278137.6482217857
2036,784301.8440069357
2037,768235.3437403828
2038,427444.1362118166
2039,361995.9136944519
2040,260043.6308552374
2041,848078.1928117676
2042,319301.4552062399
2043,528997.6440262827
2044,410403.76117509394
2045,1234558.216876597
2046,1026849.3655610115
2047,790951.6166331568
2048,243952.14572204964
2049,381005.60442227614
2050,839255.7334781017
2051,919648.0614557589
2052,270031.8411588308
2053,751830.2420541592
2054,453850.0540843645
2055,313020.436366354
2056,610794.2849337072
2057,358921.432464407
2058,712951.6994452474
2059,291552.8785933037
2060,1168360.6250596708
2061,676697.6401631536
2062,303766.99399801705
2063,583171.6911840946
2064,349449.80543609936
2065,453416.8671659348
2066,499998.34889704705
2067,441457.3806498445
2068,175190.01357718627
2069,181359.40808651075
2070,212507.61201464332
2071,294227.09527493146
2072,665053.185187652
2073,798439.2613441413
2074,1818291.0903565204
2075,386177.54293926875
2076,462692.19745564164
2077,750821.9998259858
2078,298669.1802092165
2079,500469.13968966564
2080,711258.1941360692
2081,399866.37400594796
2082,200323.08551513223
2083,583401.8421126915
2084,688001.6164137714
2085,388880.83602364146
2086,381753.57056401734
2087,1227269.2782975524
2088,636997.6389572471
2089,241508.74993626546
2090,588618.5660490844
2091,484760.44849796867
2092,499038.3227290526
2093,628503.7261898722
2094,605488.7638396843
2095,694247.5555640388
2096,308694.12721622275
2097,294771.6824325943
2098,544887.1205089022
2099,876366.1683114982
2100,223931.75513552557
2101,1055354.7099686083
2102,409274.5574607196
2103,491588.0296354476
2104,1052131.26361856
2105,888546.9042782773
2106,266607.73700699274
2107,1545545.8095957462
2108,923733.974265682
2109,657444.9288988613
2110,705313.7087106747
2111,831423.5485472773
2112,744502.8450750732
2113,792771.4868381798
2114,630960.1508821188
2115,506613.1781352596
2116,343854.4244447575
2117,313367.2335912932
2118,1137002.2887013024
2119,353867.7733864866
2120,735694.7029884249
2121,542427.7006407616
2122,378961.3231997683
2123,533889.6847293107
2124,531855.1347337019
2125,555540.1395890652
2126,980087.675637836
2127,739881.4588890563
2128,406698.4627819172
2129,247153.07761516495
2130,529331.2049365662
2131,670589.4320521042
2132,344261.18826266605
2133,666557.5766660861
2134,531696.4833522306
2135,314667.24138576235
2136,1030347.977029597
2137,495896.2516729304
2138,1604366.7341399281
2139,692872.3178564266
2140,511804.4008341633
2141,500286.5218045371
2142,795604.9264919346
2143,271336.82957948075
2144,347647.3220722098
2145,795110.1708846873
2146,157090.6115866721
2147,832488.7315525266
2148,317705.4158389126
2149,422055.59679252654
2150,877690.9783013914
2151,551611.8662965877
2152,519110.52526803093
2153,430901.18477833836
2154,967890.0380062239
2155,727840.484287216
2156,189045.01923987223
2157,317125.70349993237
2158,343759.08558524674
2159,672147.1083740178
2160,359192.16213913984
2161,498420.8334964438
2162,308907.8793575897
2163,414851.8294057592
2164,266775.5233472825
2165,430814.770670127
2166,1501692.157490702
2167,219399.2074685902
2168,474107.9810383073
2169,940643.5602883245
2170,365893.3877799184
2171,644776.2929662303
2172,379868.402790924
2173,271342.5027864691
2174,551989.0033647679
2175,449788.1348468776
2176,1196806.4757119273
2177,301382.533535006
2178,803990.7879454086
2179,316763.7728453871
2180,226078.5857305733
2181,510974.81138814136
2182,886683.3352543802
2183,702831.9879607469
2184,281297.1054593985
2185,489597.4103747532
2186,196158.01152402037
2187,490154.0187000651
2188,297065.4167754085
2189,710471.6783438844
2190,486833.40268602053
2191,352345.0264680515
2192,232642.37961922548
2193,556838.7081807733
2194,1027680.5666400953
2195,602034.0714118838
2196,1042046.6854554637
2197,1146447.4900883194
2198,961448.5876732188
2199,402551.0087616198
2200,564253.024174597
2201,267759.3023787325
2202,275659.3581240979
2203,555223.9011296348
2204,263521.5538991005
2205,441614.7686018962
2206,958877.4086275583
2207,658515.333195896
2208,421374.23056575336
2209,260036.78787836948
2210,635665.6931716194
2211,457038.0763925868
2212,251061.83715589793
2213,632184.0410902004
2214,174081.7201014602
2215,196081.08856977237
2216,686204.1569628622
2217,545435.8554263535
2218,430931.9638586816
2219,394774.8766946104
2220,724249.7020206469
2221,971660.5528889112
2222,228232.8654718739
2223,94512.47373349208
2224,291518.9849744456
2225,485708.8619902475
2226,229743.9810716014
2227,869443.2921144792
2228,565942.3721353409
2229,356984.668711337
2230,337976.13126158074
2231,600209.5800121292
2232,265224.8415697929
2233,461717.68457637425
2234,1068671.966300664
2235,246514.0737749946
2236,443660.47366655397
2237,740059.683692853
2238,1116227.6321778232
2239,730478.1406111188
2240,334556.4949779749
2241,386716.5924522692
2242,803847.7837189325
2243,498278.9543702134
2244,571215.6514499041
2245,1476868.8794799221
2246,367085.6086797153
2247,378653.68387831154
2248,174741.29535257144
2249,519878.8932259245
2250,491364.667870548
2251,334459.2396035069
2252,596427.5895383809
2253,272779.300118552
2254,932614.7605671836
2255,621859.7248610875
2256,313909.2856522229
2257,678748.1844117001
2258,1115187.0130424346
2259,631498.3124819859
2260,363262.09884847695
2261,693632.9745619915
2262,938303.7330141995
2263,357958.6415277928
2264,351908.09775862703
2265,520841.80521254503
2266,738559.2944350583
2267,717503.0912482431
2268,512203.52533188445
2269,422120.39650645864
2270,613954.6005577194
2271,242072.07318143782
2272,587909.2677601058
2273,629123.514490037
2274,611207.306304775
2275,1146192.383121297
2276,593984.8123693765
2277,215710.83478280384
2278,749792.2362215072
2279,791137.0997321426
2280,214698.44706455644
2281,156064.8838315548
2282,1102932.247879367
2283,297583.9153164772
2284,381986.2286383082
2285,149446.56048941382
2286,128461.38121967722
2287,787849.3013330239
2288,279707.4301180145
2289,946679.9396446897
2290,338555.856112815
2291,381330.1782599394
2292,441922.45766464487
2293,171014.36981781395
2294,434448.17326379224
2295,204363.76772583436
2296,249875.8156678148
2297,1016515.0781309064
2298,637882.3692896548
2299,269859.2862499117
2300,594081.6545984827
2301,662139.8478143945
2302,528830.3176231573
2303,429133.7150844163
2304,895727.4774006917
2305,440807.48286537983
2306,705080.304683938
2307,797695.6410997534
2308,692433.8378240201
2309,554567.7592369256
2310,499397.21766883606
2311,236778.25570001986
2312,202792.6294726037
2313,525859.7676511217
2314,476846.55357656564
2315,338667.5309394782
2316,195380.062389049
2317,1081723.8142988095
2318,397355.6868703472
2319,227646.67374613637
2320,1000858.2876889758
2321,494017.48362956964
2322,691719.484541939
2323,226160.088177068
2324,375306.27477895474
2325,860938.9987832021
2326,887907.1120812759
2327,296656.8909951163
2328,231751.64886143955
2329,481649.080199478
2330,396163.7955108662
2331,839952.9210610418
2332,848085.4118132916
2333,899940.9016983705
2334,209490.8152559216
2335,575129.5729040696
2336,596786.7192826555
2337,200818.3821456887
2338,139457.06781009908
2339,360054.3450047988
2340,714650.096171122
2341,336714.1416270998
2342,492687.61669962364
2343,433348.28570304706
2344,260786.58726082026
2345,301595.55981491617
2346,1187035.5630060628
2347,408222.32341805624
2348,303705.4304584646
2349,196832.4494756017
2350,691944.3105460911
2351,689929.4623957855
2352,482845.50141341094
2353,183114.97368210304
2354,261136.714530239
2355,461629.58743232506
2356,945442.0439722163
2357,218417.33163705005
2358,1100892.1885357113
2359,750654.8768166484
2360,338882.4072460801
2361,648435.7990848115
2362,187034.57051129895
2363,409156.3350591288
2364,768595.7131171959
2365,597653.9385905939
2366,520303.800441305
2367,285024.1881591038
2368,695639.5778284749
2369,534848.5873761919
2370,368539.06807336357
2371,1090423.0579268944
2372,557746.8333270276
2373,620364.4194667259
2374,326195.09660736413
2375,622499.3486126959
2376,1277609.2438639333
2377,244758.97279144742
2378,598386.4445162676
2379,140230.2522402966
2380,563572.0366792711
2381,976963.586056399
2382,133678.60674596136
2383,709883.5890727907
2384,434629.2415175692
2385,670911.1234647953
2386,842316.1478442884
2387,426447.72063758253
2388,338658.6911902016
2389,307797.1192829067
2390,685235.2968843592
2391,650678.8283944314
2392,938407.7512714533
2393,493282.16588429565
2394,524148.8937001124
2395,419290.9724993227
2396,209515.58687213683
2397,676372.5371160241
2398,398225.74205243867
2399,824710.2883615665
2400,542192.1280826579
2401,575701.6105044995
2402,777741.0291883277
2403,570616.0209381977
2404,338712.91992728173
2405,742564.911293768
2406,1047793.2623649061
2407,788807.2021665587
2408,340799.5720798908
2409,394075.3145328543
2410,542411.6457522821
2411,129592.79139731023
2412,756144.2656097079
2413,1149236.9528334239
2414,291287.5763083432
2415,802196.8382881042
2416,1036165.9297749025
2417,524564.6251669031
2418,376302.6630551767
2419,366897.6637937175
2420,792357.9472837503
2421,908196.889902685
2422,186727.31888523154
2423,370965.32087896514
2424,317478.0867607921
2425,1153261.6078859232
2426,820340.4431257538
2427,655224.8390916714
2428,593884.4652799953
2429,385221.6903080107
2430,615241.172368198
2431,1413955.729447534
2432,643172.6589481621
2433,222672.25626573723
2434,992265.1915521022
2435,586237.054225676
2436,937434.0376682263
2437,1320834.7946103334
2438,271477.7680990312
2439,797754.8917837936
2440,453934.67270181165
2441,429227.8105160433
2442,334860.7137201665
2443,430309.62292323605
2444,345321.26225159736
2445,778966.6496326544
2446,1251073.7343511872
2447,171029.2264660378
2448,443734.91568364424
2449,328388.02414056665
2450,366804.0947472964
2451,420175.21826917323
2452,335981.75805997517
2453,915520.653817496
2454,292199.02700916486
2455,567251.7505137648
2456,1413310.8744855688
2457,401294.5666093869
2458,355533.0928390859
2459,492090.38669278345
2460,683053.1634901277
2461,379802.1270900184
2462,1353298.5535310965
2463,193885.45296042305
2464,250199.26261556114
2465,367412.6140578885
2466,434315.01707340794
2467,322813.3065585166
2468,273769.37927381974
2469,942869.657711773
2470,191316.3833728289
2471,872776.5606936122
2472,534784.0916100527
2473,684704.4805631265
2474,380282.7077714678
2475,661170.5785988447
2476,569811.0671518748
2477,654789.2743750719
2478,493343.9473177837
2479,381891.8171217053
2480,541763.3889263361
2481,656348.3852852652
2482,1077559.0842269282
2483,772491.2377279904
2484,1256788.757983232
2485,521169.6626731284
2486,926965.9162098359
2487,802628.9778328296
2488,189794.8329392038
2489,1578705.4296115343
2490,373746.3288367834
2491,489828.1583061094
2492,1612866.9099163061
2493,244401.40619447426
2494,223578.66152692903
2495,648553.5846218843
2496,378504.7128317566
2497,823381.4996021512
2498,1142763.5495781119
2499,659830.0798356691
2500,446326.8139052229
2501,308796.60733085044
2502,482688.81034421246
2503,563427.5228314503
2504,278081.16224774503
2505,407831.73975720134
2506,1159811.0036231438
2507,577210.6833194783
2508,523327.45511573827
2509,947309.8113861968
2510,896300.3697726867
2511,543941.2231006759
2512,211771.39483740242
2513,648782.2939367834
2514,378061.6490506915
2515,806549.3964471497
2516,371626.8265104956
2517,291701.86116204574
2518,458568.46825245826
2519,328932.13525905914
2520,665044.8170017409
2521,919134.254909709
2522,534976.8425267333
2523,275650.8774086786
2524,282063.9644077498
2525,433281.5700498279
2526,539739.5990038803
2527,214153.65604326918
2528,759326.3946792615
2529,98035.25351652039
2530,1842562.6628701568
2531,449214.2270463588
2532,147053.6731908961
2533,519783.2164801358
2534,1203834.36795019
2535,602294.8000133222
2536,947418.0641601004
2537,431374.4787688991
2538,968946.3623742951
2539,415550.6555482163
2540,627907.7802334535
2541,231058.4804728506
2542,696026.4344632971
2543,715121.6714803579
2544,241425.8834916259
2545,562408.7763624728
2546,852105.7058882195
2547,128358.0070733838
2548,993495.2020182044
2549,125241.66078696512
2550,1082396.5429138653
2551,597122.8635796494
2552,309532.22983425856
2553,952603.9924230928
2554,1090165.9284254343
2555,1022222.8293966332
2556,1667372.918970058
2557,257469.92935866574
2558,420589.5024114878
2559,648558.6995938785
2560,1112974.7406553978
2561,389350.2509867239
2562,418296.24639114784
2563,985797.0555788577
2564,869074.8228022727
2565,900074.3289126848
2566,888382.465784801
2567,331476.47729305085
2568,349557.3441184658
2569,1101908.2776961257
2570,153253.58501101917
2571,462058.6449521717
2572,333883.0300781952
2573,1256288.1038691744
2574,1256713.1502504298
2575,393293.19882557873
2576,510793.69725141476
2577,446585.7410011831
2578,295853.16481355904
2579,716005.3300905777
2580,1534402.4095093324
2581,868580.5722442163
2582,718716.3080391467
2583,488787.123988924
2584,1372151.1106655062
2585,411595.33910836634
2586,1185689.7607790544
2587,524781.5800805645
2588,999725.738551183
2589,254198.21978469967
2590,314844.19730843167
2591,176356.88589284677
2592,436452.91464053415
2593,526495.3006377834
2594,1251411.840398649
2595,208415.58256833005
2596,233153.13407875452
2597,427401.36258505087
2598,259158.83991889725
2599,605239.2723797314
2600,243847.3175442745
2601,627936.1179048148
2602,756029.1520107196
2603,250168.4956654612
2604,354895.19608023326
2605,829954.6894224847
2606,485501.5393935975
2607,1111543.936750984
2608,258258.2473754344
2609,864544.2370219985
2610,1309473.5171863192
2611,169061.68378891711
2612,939238.8513000798
2613,344426.8252135686
2614,513531.03244517563
2615,498253.7266826035
2616,699317.5279594705
2617,644682.6443150354
2618,721383.1964981958
2619,976209.6208253731
2620,805748.146588293
2621,1599510.4592848024
2622,466809.7524337208
2623,205996.04457063583
2624,403656.6725558042
